HIT_info	AID	StartTime_str	EndTime_str	StartTime	EndTime	WorkTime	WorkerCity	WorkerCountry	WorkerIP	native	yearsSpoken	ctrlPosition	pos_ctrlSubPosition	ctrlIndex	RANK1_01	RANK1_02	RANK1_03	RANK1_04	RANK2_01	RANK2_02	RANK2_03	RANK2_04	RANK3_01	RANK3_02	RANK3_03	RANK3_04	RANK4_01	RANK4_02	RANK4_03	RANK4_04	RANK5_01	RANK5_02	RANK5_03	RANK5_04	SrcIndex1	SrcIndex2	SrcIndex3	SrcIndex4	SrcIndex5	trAID1_1	trAID1_2	trAID1_3	trAID1_4	trAID2_1	trAID2_2	trAID2_3	trAID2_4	trAID3_1	trAID3_2	trAID3_3	trAID3_4	trAID4_1	trAID4_2	trAID4_3	trAID4_4	trAID5_1	trAID5_2	trAID5_3	trAID5_4
126	A2LV5QYHH24OMY	Fri Nov 12 20:10:26 EST 2010	Fri Nov 12 20:17:28 EST 2010	1289610626000	1289611048000	422	Boaz	United States	75.216.37.219	N/A		2	3	126	3	2	3	4	4	4	1	2	3	4	2	1	1	4	2	3	3	2	4	1	501	ctrl	502	503	504	A3DD3ACPMVDVCA	A172X4W90UOST1	A353OCL6LM6M4O	A132ZMWEMNNUSA	neg1	neg2	pos1	neg3	A132ZMWEMNNUSA	A353OCL6LM6M4O	A172X4W90UOST1	A3DD3ACPMVDVCA	A172X4W90UOST1	A353OCL6LM6M4O	A3DD3ACPMVDVCA	ALRGHXUNH1UV7	A3DD3ACPMVDVCA	A172X4W90UOST1	ALRGHXUNH1UV7	A353OCL6LM6M4O
126	A2YV0EUMITW3XU	Thu Nov 18 10:44:54 EST 2010	Thu Nov 18 10:52:02 EST 2010	1290095094000	1290095522000	428	Portland	United States	24.22.60.78	no	23	2	3	126	1	3	4	2	2	3	1	4	2	4	1	3	2	4	1	3	1	2	4	3	501	ctrl	502	503	504	A3DD3ACPMVDVCA	A172X4W90UOST1	A353OCL6LM6M4O	A132ZMWEMNNUSA	neg1	neg2	pos1	neg3	A132ZMWEMNNUSA	A353OCL6LM6M4O	A172X4W90UOST1	A3DD3ACPMVDVCA	A172X4W90UOST1	A353OCL6LM6M4O	A3DD3ACPMVDVCA	ALRGHXUNH1UV7	A3DD3ACPMVDVCA	A172X4W90UOST1	ALRGHXUNH1UV7	A353OCL6LM6M4O
126	A3F0OII70LQX09	Mon Nov 15 11:20:43 EST 2010	Mon Nov 15 11:22:46 EST 2010	1289838043000	1289838166000	123	Grand Forks	United States	134.129.218.121	N/A		2	3	126	1	2	3	4	2	4	1	3	4	1	2	3	2	4	1	4	1	2	4	3	501	ctrl	502	503	504	A3DD3ACPMVDVCA	A172X4W90UOST1	A353OCL6LM6M4O	A132ZMWEMNNUSA	neg1	neg2	pos1	neg3	A132ZMWEMNNUSA	A353OCL6LM6M4O	A172X4W90UOST1	A3DD3ACPMVDVCA	A172X4W90UOST1	A353OCL6LM6M4O	A3DD3ACPMVDVCA	ALRGHXUNH1UV7	A3DD3ACPMVDVCA	A172X4W90UOST1	ALRGHXUNH1UV7	A353OCL6LM6M4O
126	AW468BGG4HUVN	Sun Nov 14 19:22:54 EST 2010	Sun Nov 14 19:24:53 EST 2010	1289780574000	1289780693000	119	Arlington	United States	96.255.14.183	N/A		2	3	126	1	2	4	3	2	4	1	3	1	4	3	2	1	3	2	4	1	2	4	3	501	ctrl	502	503	504	A3DD3ACPMVDVCA	A172X4W90UOST1	A353OCL6LM6M4O	A132ZMWEMNNUSA	neg1	neg2	pos1	neg3	A132ZMWEMNNUSA	A353OCL6LM6M4O	A172X4W90UOST1	A3DD3ACPMVDVCA	A172X4W90UOST1	A353OCL6LM6M4O	A3DD3ACPMVDVCA	ALRGHXUNH1UV7	A3DD3ACPMVDVCA	A172X4W90UOST1	ALRGHXUNH1UV7	A353OCL6LM6M4O
127	A2MEUPTI6X2FG9	Mon Nov 08 22:52:40 EST 2010	Mon Nov 08 22:58:43 EST 2010	1289274760000	1289275123000	363	Baltimore	United States	71.166.99.40	N/A		1	1	127	1	2	4	2	2	4	4	1	3	4	2	1	3	2	4	1	4	3	1	2	ctrl	505	506	507	508	pos1	neg1	neg2	neg3	A3DD3ACPMVDVCA	ALRGHXUNH1UV7	A353OCL6LM6M4O	A172X4W90UOST1	A353OCL6LM6M4O	ALRGHXUNH1UV7	A3DD3ACPMVDVCA	A172X4W90UOST1	A353OCL6LM6M4O	A3DD3ACPMVDVCA	ALRGHXUNH1UV7	A172X4W90UOST1	ALRGHXUNH1UV7	A353OCL6LM6M4O	A3DD3ACPMVDVCA	A172X4W90UOST1
127	A3GUSBF7LGFWFT	Thu Nov 11 22:18:08 EST 2010	Thu Nov 11 22:25:32 EST 2010	1289531888000	1289532332000	444	Forest Hills	United States	98.14.97.20	yes	55	1	1	127	3	1	4	1	2	3	4	1	3	4	2	1	4	2	3	1	4	3	1	2	ctrl	505	506	507	508	pos1	neg1	neg2	neg3	A3DD3ACPMVDVCA	ALRGHXUNH1UV7	A353OCL6LM6M4O	A172X4W90UOST1	A353OCL6LM6M4O	ALRGHXUNH1UV7	A3DD3ACPMVDVCA	A172X4W90UOST1	A353OCL6LM6M4O	A3DD3ACPMVDVCA	ALRGHXUNH1UV7	A172X4W90UOST1	ALRGHXUNH1UV7	A353OCL6LM6M4O	A3DD3ACPMVDVCA	A172X4W90UOST1
127	A3QPOJPYI2BBT5	Wed Nov 10 16:38:53 EST 2010	Wed Nov 10 16:45:11 EST 2010	1289425133000	1289425511000	378	Gaylord	United States	66.227.188.2	N/A		1	1	127	2	1	4	1	2	4	3	1	3	4	2	1	3	2	4	1	4	3	1	2	ctrl	505	506	507	508	pos1	neg1	neg2	neg3	A3DD3ACPMVDVCA	ALRGHXUNH1UV7	A353OCL6LM6M4O	A172X4W90UOST1	A353OCL6LM6M4O	ALRGHXUNH1UV7	A3DD3ACPMVDVCA	A172X4W90UOST1	A353OCL6LM6M4O	A3DD3ACPMVDVCA	ALRGHXUNH1UV7	A172X4W90UOST1	ALRGHXUNH1UV7	A353OCL6LM6M4O	A3DD3ACPMVDVCA	A172X4W90UOST1
127	ASX2NOUVA9CRH	Mon Nov 08 22:32:44 EST 2010	Mon Nov 08 22:43:54 EST 2010	1289273564000	1289274234000	670	Tulsa	United States	99.184.104.174	N/A		1	1	127	4	2	3	1	2	4	3	1	4	3	1	2	3	1	4	2	4	3	1	2	ctrl	505	506	507	508	pos1	neg1	neg2	neg3	A3DD3ACPMVDVCA	ALRGHXUNH1UV7	A353OCL6LM6M4O	A172X4W90UOST1	A353OCL6LM6M4O	ALRGHXUNH1UV7	A3DD3ACPMVDVCA	A172X4W90UOST1	A353OCL6LM6M4O	A3DD3ACPMVDVCA	ALRGHXUNH1UV7	A172X4W90UOST1	ALRGHXUNH1UV7	A353OCL6LM6M4O	A3DD3ACPMVDVCA	A172X4W90UOST1
127	AW468BGG4HUVN	Mon Nov 08 20:05:00 EST 2010	Mon Nov 08 20:07:20 EST 2010	1289264700000	1289264840000	140	Arlington	United States	96.255.14.183	N/A		1	1	127	1	2	3	2	2	4	3	1	3	4	2	1	3	2	4	1	3	3	1	3	ctrl	505	506	507	508	pos1	neg1	neg2	neg3	A3DD3ACPMVDVCA	ALRGHXUNH1UV7	A353OCL6LM6M4O	A172X4W90UOST1	A353OCL6LM6M4O	ALRGHXUNH1UV7	A3DD3ACPMVDVCA	A172X4W90UOST1	A353OCL6LM6M4O	A3DD3ACPMVDVCA	ALRGHXUNH1UV7	A172X4W90UOST1	ALRGHXUNH1UV7	A353OCL6LM6M4O	A3DD3ACPMVDVCA	A172X4W90UOST1
128	A137AZLE2SIOZV	Thu Nov 11 15:43:50 EST 2010	Thu Nov 11 15:45:18 EST 2010	1289508230000	1289508318000	88	Los Angeles	United States	68.181.225.76	N/A		2	3	128	1	3	2	4	1	2	3	4	2	3	4	1	1	2	3	4	3	2	1	1	509	ctrl	510	511	512	A3DD3ACPMVDVCA	A172X4W90UOST1	A3KWCQJ39DXKT4	A353OCL6LM6M4O	neg1	neg2	pos1	neg3	A3DD3ACPMVDVCA	A172X4W90UOST1	A3KWCQJ39DXKT4	A353OCL6LM6M4O	A3DD3ACPMVDVCA	A353OCL6LM6M4O	A3KWCQJ39DXKT4	A2LLFCD7DI80K3	A353OCL6LM6M4O	A3KWCQJ39DXKT4	A2LLFCD7DI80K3	A3DD3ACPMVDVCA
128	A1KEURR4Z7DXX	Sun Nov 14 11:39:39 EST 2010	Sun Nov 14 11:43:13 EST 2010	1289752779000	1289752993000	214	Milwaukee	United States	75.44.39.14	N/A		2	3	128	2	3	1	3	4	4	1	4	1	1	4	3	2	4	3	1	4	3	1	2	509	ctrl	510	511	512	A3DD3ACPMVDVCA	A172X4W90UOST1	A3KWCQJ39DXKT4	A353OCL6LM6M4O	neg1	neg2	pos1	neg3	A3DD3ACPMVDVCA	A172X4W90UOST1	A3KWCQJ39DXKT4	A353OCL6LM6M4O	A3DD3ACPMVDVCA	A353OCL6LM6M4O	A3KWCQJ39DXKT4	A2LLFCD7DI80K3	A353OCL6LM6M4O	A3KWCQJ39DXKT4	A2LLFCD7DI80K3	A3DD3ACPMVDVCA
128	A2HYC64S7RMP7R	Wed Nov 17 18:22:15 EST 2010	Wed Nov 17 18:24:40 EST 2010	1290036135000	1290036280000	145	Milwaukee	United States	24.209.191.209	N/A		2	3	128	1	4	2	3	4	4	1	4	1	N/A	3	4	2	3	4	1	3	1	1	2	509	ctrl	510	511	512	A3DD3ACPMVDVCA	A172X4W90UOST1	A3KWCQJ39DXKT4	A353OCL6LM6M4O	neg1	neg2	pos1	neg3	A3DD3ACPMVDVCA	A172X4W90UOST1	A3KWCQJ39DXKT4	A353OCL6LM6M4O	A3DD3ACPMVDVCA	A353OCL6LM6M4O	A3KWCQJ39DXKT4	A2LLFCD7DI80K3	A353OCL6LM6M4O	A3KWCQJ39DXKT4	A2LLFCD7DI80K3	A3DD3ACPMVDVCA
128	A3MOLID4MAQMBX	Tue Nov 09 18:43:18 EST 2010	Tue Nov 09 18:47:20 EST 2010	1289346198000	1289346440000	242	Houston	United States	98.197.69.40	yes	28	2	3	128	1	4	2	4	3	4	1	4	3	3	1	4	1	4	2	3	4	3	1	2	509	ctrl	510	511	512	A3DD3ACPMVDVCA	A172X4W90UOST1	A3KWCQJ39DXKT4	A353OCL6LM6M4O	neg1	neg2	pos1	neg3	A3DD3ACPMVDVCA	A172X4W90UOST1	A3KWCQJ39DXKT4	A353OCL6LM6M4O	A3DD3ACPMVDVCA	A353OCL6LM6M4O	A3KWCQJ39DXKT4	A2LLFCD7DI80K3	A353OCL6LM6M4O	A3KWCQJ39DXKT4	A2LLFCD7DI80K3	A3DD3ACPMVDVCA
128	AGK1L8V56LCLJ	Fri Nov 12 12:30:55 EST 2010	Fri Nov 12 12:34:08 EST 2010	1289583055000	1289583248000	193	N/A	N/A	N/A	N/A		2	3	128	1	2	3	4	4	4	1	4	2	3	2	2	1	3	4	2	3	2	4	1	509	ctrl	510	511	512	A3DD3ACPMVDVCA	A172X4W90UOST1	A3KWCQJ39DXKT4	A353OCL6LM6M4O	neg1	neg2	pos1	neg3	A3DD3ACPMVDVCA	A172X4W90UOST1	A3KWCQJ39DXKT4	A353OCL6LM6M4O	A3DD3ACPMVDVCA	A353OCL6LM6M4O	A3KWCQJ39DXKT4	A2LLFCD7DI80K3	A353OCL6LM6M4O	A3KWCQJ39DXKT4	A2LLFCD7DI80K3	A3DD3ACPMVDVCA
129	A2V3P1XE33NYC3	Tue Nov 09 01:52:40 EST 2010	Tue Nov 09 01:57:32 EST 2010	1289285560000	1289285852000	292	Omaha	United States	174.71.44.185	N/A		5	1	129	2	3	4	1	3	1	4	2	2	1	4	3	4	3	1	2	1	4	4	3	513	514	515	516	ctrl	A2LLFCD7DI80K3	A353OCL6LM6M4O	A3KWCQJ39DXKT4	A3DD3ACPMVDVCA	A3KWCQJ39DXKT4	A2LLFCD7DI80K3	A353OCL6LM6M4O	A3DD3ACPMVDVCA	A2LLFCD7DI80K3	A3DD3ACPMVDVCA	A3KWCQJ39DXKT4	A353OCL6LM6M4O	A3KWCQJ39DXKT4	A353OCL6LM6M4O	A3DD3ACPMVDVCA	A2LLFCD7DI80K3	pos1	neg1	neg2	neg3
129	A2W6ZCUCWZO92C	Wed Nov 10 23:12:24 EST 2010	Wed Nov 10 23:17:38 EST 2010	1289448744000	1289449058000	314	Oxford	United States	24.213.110.167	N/A		5	1	129	4	4	1	3	3	1	2	2	3	4	4	2	1	3	2	1	2	3	3	1	513	514	515	516	ctrl	A2LLFCD7DI80K3	A353OCL6LM6M4O	A3KWCQJ39DXKT4	A3DD3ACPMVDVCA	A3KWCQJ39DXKT4	A2LLFCD7DI80K3	A353OCL6LM6M4O	A3DD3ACPMVDVCA	A2LLFCD7DI80K3	A3DD3ACPMVDVCA	A3KWCQJ39DXKT4	A353OCL6LM6M4O	A3KWCQJ39DXKT4	A353OCL6LM6M4O	A3DD3ACPMVDVCA	A2LLFCD7DI80K3	pos1	neg1	neg2	neg3
129	A2YV0EUMITW3XU	Wed Nov 17 11:07:14 EST 2010	Wed Nov 17 11:13:51 EST 2010	1290010034000	1290010431000	397	Portland	United States	24.22.60.78	no	23	5	1	129	2	3	4	1	3	2	4	1	2	1	3	4	1	4	2	3	1	4	4	4	513	514	515	516	ctrl	A2LLFCD7DI80K3	A353OCL6LM6M4O	A3KWCQJ39DXKT4	A3DD3ACPMVDVCA	A3KWCQJ39DXKT4	A2LLFCD7DI80K3	A353OCL6LM6M4O	A3DD3ACPMVDVCA	A2LLFCD7DI80K3	A3DD3ACPMVDVCA	A3KWCQJ39DXKT4	A353OCL6LM6M4O	A3KWCQJ39DXKT4	A353OCL6LM6M4O	A3DD3ACPMVDVCA	A2LLFCD7DI80K3	pos1	neg1	neg2	neg3
129	AH9ULG6K5KEOK	Fri Nov 12 23:57:29 EST 2010	Sat Nov 13 00:00:41 EST 2010	1289624249000	1289624441000	192	Jacksonville	United States	24.127.242.142	yes	24	5	1	129	3	3	4	2	3	3	4	2	3	2	3	4	3	2	2	3	1	4	4	3	513	514	515	516	ctrl	A2LLFCD7DI80K3	A353OCL6LM6M4O	A3KWCQJ39DXKT4	A3DD3ACPMVDVCA	A3KWCQJ39DXKT4	A2LLFCD7DI80K3	A353OCL6LM6M4O	A3DD3ACPMVDVCA	A2LLFCD7DI80K3	A3DD3ACPMVDVCA	A3KWCQJ39DXKT4	A353OCL6LM6M4O	A3KWCQJ39DXKT4	A353OCL6LM6M4O	A3DD3ACPMVDVCA	A2LLFCD7DI80K3	pos1	neg1	neg2	neg3
129	AW468BGG4HUVN	Mon Nov 08 18:21:34 EST 2010	Mon Nov 08 18:22:52 EST 2010	1289258494000	1289258572000	78	Arlington	United States	96.255.14.183	N/A		5	1	129	2	3	4	1	3	2	4	N/A	2	1	4	3	2	3	2	1	1	4	4	3	513	514	515	516	ctrl	A2LLFCD7DI80K3	A353OCL6LM6M4O	A3KWCQJ39DXKT4	A3DD3ACPMVDVCA	A3KWCQJ39DXKT4	A2LLFCD7DI80K3	A353OCL6LM6M4O	A3DD3ACPMVDVCA	A2LLFCD7DI80K3	A3DD3ACPMVDVCA	A3KWCQJ39DXKT4	A353OCL6LM6M4O	A3KWCQJ39DXKT4	A353OCL6LM6M4O	A3DD3ACPMVDVCA	A2LLFCD7DI80K3	pos1	neg1	neg2	neg3
130	A12IDNPL4WLN6C	Sat Nov 13 02:36:39 EST 2010	Sat Nov 13 02:38:28 EST 2010	1289633799000	1289633908000	109	Bellevue	United States	97.113.14.133	yes	23	2	4	130	2	4	3	1	2	3	4	1	4	1	3	2	2	3	4	1	1	2	4	3	517	ctrl	518	519	520	A3DD3ACPMVDVCA	A3KWCQJ39DXKT4	A2LLFCD7DI80K3	A353OCL6LM6M4O	neg1	neg2	neg3	pos1	A353OCL6LM6M4O	A3DD3ACPMVDVCA	A2LLFCD7DI80K3	A3KWCQJ39DXKT4	A3DD3ACPMVDVCA	A353OCL6LM6M4O	A3KWCQJ39DXKT4	A2LLFCD7DI80K3	A3DD3ACPMVDVCA	A353OCL6LM6M4O	A3KWCQJ39DXKT4	A2LLFCD7DI80K3
130	A2HYC64S7RMP7R	Wed Nov 17 21:54:55 EST 2010	Wed Nov 17 21:57:31 EST 2010	1290048895000	1290049051000	156	Milwaukee	United States	24.209.191.209	N/A		2	4	130	1	4	2	3	4	4	4	1	1	1	1	1	3	4	1	2	2	3	4	1	517	ctrl	518	519	520	A3DD3ACPMVDVCA	A3KWCQJ39DXKT4	A2LLFCD7DI80K3	A353OCL6LM6M4O	neg1	neg2	neg3	pos1	A353OCL6LM6M4O	A3DD3ACPMVDVCA	A2LLFCD7DI80K3	A3KWCQJ39DXKT4	A3DD3ACPMVDVCA	A353OCL6LM6M4O	A3KWCQJ39DXKT4	A2LLFCD7DI80K3	A3DD3ACPMVDVCA	A353OCL6LM6M4O	A3KWCQJ39DXKT4	A2LLFCD7DI80K3
130	A3LDLSCN3Q6DHS	Sun Nov 14 21:09:19 EST 2010	Sun Nov 14 21:12:56 EST 2010	1289786959000	1289787176000	217	Rincon	United States	75.89.207.146	N/A		2	4	130	1	3	2	4	4	3	2	1	3	1	2	4	2	4	3	1	1	3	4	2	517	ctrl	518	519	520	A3DD3ACPMVDVCA	A3KWCQJ39DXKT4	A2LLFCD7DI80K3	A353OCL6LM6M4O	neg1	neg2	neg3	pos1	A353OCL6LM6M4O	A3DD3ACPMVDVCA	A2LLFCD7DI80K3	A3KWCQJ39DXKT4	A3DD3ACPMVDVCA	A353OCL6LM6M4O	A3KWCQJ39DXKT4	A2LLFCD7DI80K3	A3DD3ACPMVDVCA	A353OCL6LM6M4O	A3KWCQJ39DXKT4	A2LLFCD7DI80K3
130	AOVB3KCIIJLRJ	Sat Nov 13 08:51:28 EST 2010	Sat Nov 13 08:58:35 EST 2010	1289656288000	1289656715000	427	Darlington	United States	71.76.47.148	yes	33	2	4	130	1	3	2	4	3	2	4	1	3	1	3	2	2	3	4	1	1	2	4	3	517	ctrl	518	519	520	A3DD3ACPMVDVCA	A3KWCQJ39DXKT4	A2LLFCD7DI80K3	A353OCL6LM6M4O	neg1	neg2	neg3	pos1	A353OCL6LM6M4O	A3DD3ACPMVDVCA	A2LLFCD7DI80K3	A3KWCQJ39DXKT4	A3DD3ACPMVDVCA	A353OCL6LM6M4O	A3KWCQJ39DXKT4	A2LLFCD7DI80K3	A3DD3ACPMVDVCA	A353OCL6LM6M4O	A3KWCQJ39DXKT4	A2LLFCD7DI80K3
130	AW468BGG4HUVN	Sun Nov 14 19:18:27 EST 2010	Sun Nov 14 19:20:21 EST 2010	1289780307000	1289780421000	114	Arlington	United States	96.255.14.183	N/A		2	4	130	1	4	2	3	2	3	4	1	3	2	1	4	3	4	2	1	2	3	4	1	517	ctrl	518	519	520	A3DD3ACPMVDVCA	A3KWCQJ39DXKT4	A2LLFCD7DI80K3	A353OCL6LM6M4O	neg1	neg2	neg3	pos1	A353OCL6LM6M4O	A3DD3ACPMVDVCA	A2LLFCD7DI80K3	A3KWCQJ39DXKT4	A3DD3ACPMVDVCA	A353OCL6LM6M4O	A3KWCQJ39DXKT4	A2LLFCD7DI80K3	A3DD3ACPMVDVCA	A353OCL6LM6M4O	A3KWCQJ39DXKT4	A2LLFCD7DI80K3
131	A2HYC64S7RMP7R	Thu Nov 18 17:28:57 EST 2010	Thu Nov 18 17:33:06 EST 2010	1290119337000	1290119586000	249	Milwaukee	United States	24.209.191.209	N/A		2	4	131	2	4	1	3	2	2	2	1	2	1	3	4	4	1	3	2	1	2	1	1	521	ctrl	522	523	524	ALZGU09BJZSIW	A3KWCQJ39DXKT4	A2LLFCD7DI80K3	A3DD3ACPMVDVCA	neg1	neg2	neg3	pos1	A3KWCQJ39DXKT4	A3DD3ACPMVDVCA	A2LLFCD7DI80K3	ALZGU09BJZSIW	A3KWCQJ39DXKT4	A3DD3ACPMVDVCA	A2LLFCD7DI80K3	ALZGU09BJZSIW	A3KWCQJ39DXKT4	ALZGU09BJZSIW	A2LLFCD7DI80K3	A3DD3ACPMVDVCA
131	A3NLD3XBMKFDLR	Sun Nov 14 23:17:40 EST 2010	Sun Nov 14 23:19:40 EST 2010	1289794660000	1289794780000	120	Sylva	United States	108.10.220.59	yes	17	2	4	131	2	4	1	3	2	3	4	1	2	1	3	4	4	1	3	2	4	1	2	3	521	ctrl	522	523	524	ALZGU09BJZSIW	A3KWCQJ39DXKT4	A2LLFCD7DI80K3	A3DD3ACPMVDVCA	neg1	neg2	neg3	pos1	A3KWCQJ39DXKT4	A3DD3ACPMVDVCA	A2LLFCD7DI80K3	ALZGU09BJZSIW	A3KWCQJ39DXKT4	A3DD3ACPMVDVCA	A2LLFCD7DI80K3	ALZGU09BJZSIW	A3KWCQJ39DXKT4	ALZGU09BJZSIW	A2LLFCD7DI80K3	A3DD3ACPMVDVCA
131	A3QPOJPYI2BBT5	Wed Nov 10 21:17:35 EST 2010	Wed Nov 10 21:25:33 EST 2010	1289441855000	1289442333000	478	Gaylord	United States	66.227.188.2	N/A		2	4	131	2	4	1	3	2	3	2	4	2	1	3	4	4	1	1	2	4	4	3	3	521	ctrl	522	523	524	ALZGU09BJZSIW	A3KWCQJ39DXKT4	A2LLFCD7DI80K3	A3DD3ACPMVDVCA	neg1	neg2	neg3	pos1	A3KWCQJ39DXKT4	A3DD3ACPMVDVCA	A2LLFCD7DI80K3	ALZGU09BJZSIW	A3KWCQJ39DXKT4	A3DD3ACPMVDVCA	A2LLFCD7DI80K3	ALZGU09BJZSIW	A3KWCQJ39DXKT4	ALZGU09BJZSIW	A2LLFCD7DI80K3	A3DD3ACPMVDVCA
131	AMZCCARASORNN	Mon Nov 15 05:27:33 EST 2010	Mon Nov 15 05:29:57 EST 2010	1289816853000	1289816997000	144	Las Vegas	United States	68.108.50.177	yes	19	2	4	131	3	3	1	2	3	4	2	1	4	3	3	2	3	2	1	2	2	4	2	1	521	ctrl	522	523	524	ALZGU09BJZSIW	A3KWCQJ39DXKT4	A2LLFCD7DI80K3	A3DD3ACPMVDVCA	neg1	neg2	neg3	pos1	A3KWCQJ39DXKT4	A3DD3ACPMVDVCA	A2LLFCD7DI80K3	ALZGU09BJZSIW	A3KWCQJ39DXKT4	A3DD3ACPMVDVCA	A2LLFCD7DI80K3	ALZGU09BJZSIW	A3KWCQJ39DXKT4	ALZGU09BJZSIW	A2LLFCD7DI80K3	A3DD3ACPMVDVCA
131	AW468BGG4HUVN	Sun Nov 14 19:38:08 EST 2010	Sun Nov 14 19:40:18 EST 2010	1289781488000	1289781618000	130	Arlington	United States	96.255.14.183	N/A		2	4	131	2	4	1	3	3	2	4	1	3	1	2	4	4	2	1	3	4	3	2	1	521	ctrl	522	523	524	ALZGU09BJZSIW	A3KWCQJ39DXKT4	A2LLFCD7DI80K3	A3DD3ACPMVDVCA	neg1	neg2	neg3	pos1	A3KWCQJ39DXKT4	A3DD3ACPMVDVCA	A2LLFCD7DI80K3	ALZGU09BJZSIW	A3KWCQJ39DXKT4	A3DD3ACPMVDVCA	A2LLFCD7DI80K3	ALZGU09BJZSIW	A3KWCQJ39DXKT4	ALZGU09BJZSIW	A2LLFCD7DI80K3	A3DD3ACPMVDVCA
132	A2LV5QYHH24OMY	Wed Nov 17 22:47:32 EST 2010	Wed Nov 17 23:03:02 EST 2010	1290052052000	1290052982000	930	Myrtle Beach	United States	64.138.207.73	N/A		5	2	132	3	4	1	2	4	1	3	2	1	4	3	2	3	2	1	4	2	1	3	4	525	526	527	528	ctrl	ALZGU09BJZSIW	A3KWCQJ39DXKT4	A3DD3ACPMVDVCA	A2LLFCD7DI80K3	A3KWCQJ39DXKT4	A3DD3ACPMVDVCA	ALZGU09BJZSIW	A2LLFCD7DI80K3	A3DD3ACPMVDVCA	A3KWCQJ39DXKT4	ALZGU09BJZSIW	A2LLFCD7DI80K3	A2LLFCD7DI80K3	A8V7WA74IOHZ9	A3DD3ACPMVDVCA	ALZGU09BJZSIW	neg1	pos1	neg2	neg3
132	A2XWJ5RN8GM236	Sat Nov 13 03:20:59 EST 2010	Sat Nov 13 03:24:51 EST 2010	1289636459000	1289636691000	232	Blauvelt	United States	68.193.84.90	N/A		5	2	132	3	4	1	2	4	2	3	1	1	4	3	2	4	3	2	1	2	1	3	4	525	526	527	528	ctrl	ALZGU09BJZSIW	A3KWCQJ39DXKT4	A3DD3ACPMVDVCA	A2LLFCD7DI80K3	A3KWCQJ39DXKT4	A3DD3ACPMVDVCA	ALZGU09BJZSIW	A2LLFCD7DI80K3	A3DD3ACPMVDVCA	A3KWCQJ39DXKT4	ALZGU09BJZSIW	A2LLFCD7DI80K3	A2LLFCD7DI80K3	A8V7WA74IOHZ9	A3DD3ACPMVDVCA	ALZGU09BJZSIW	neg1	pos1	neg2	neg3
132	A3BBU6BVZNLE8C	Tue Nov 09 22:34:57 EST 2010	Tue Nov 09 22:41:06 EST 2010	1289360097000	1289360466000	369	Keller	United States	173.74.26.155	yes	52	5	2	132	4	3	1	2	4	2	2	1	3	2	4	1	3	1	2	4	3	1	4	2	525	526	527	528	ctrl	ALZGU09BJZSIW	A3KWCQJ39DXKT4	A3DD3ACPMVDVCA	A2LLFCD7DI80K3	A3KWCQJ39DXKT4	A3DD3ACPMVDVCA	ALZGU09BJZSIW	A2LLFCD7DI80K3	A3DD3ACPMVDVCA	A3KWCQJ39DXKT4	ALZGU09BJZSIW	A2LLFCD7DI80K3	A2LLFCD7DI80K3	A8V7WA74IOHZ9	A3DD3ACPMVDVCA	ALZGU09BJZSIW	neg1	pos1	neg2	neg3
132	A3GUSBF7LGFWFT	Tue Nov 09 21:51:41 EST 2010	Tue Nov 09 21:57:12 EST 2010	1289357501000	1289357832000	331	Forest Hills	United States	98.14.97.20	yes	55	5	2	132	3	4	2	1	4	2	3	1	1	4	3	2	3	2	1	4	2	1	3	4	525	526	527	528	ctrl	ALZGU09BJZSIW	A3KWCQJ39DXKT4	A3DD3ACPMVDVCA	A2LLFCD7DI80K3	A3KWCQJ39DXKT4	A3DD3ACPMVDVCA	ALZGU09BJZSIW	A2LLFCD7DI80K3	A3DD3ACPMVDVCA	A3KWCQJ39DXKT4	ALZGU09BJZSIW	A2LLFCD7DI80K3	A2LLFCD7DI80K3	A8V7WA74IOHZ9	A3DD3ACPMVDVCA	ALZGU09BJZSIW	neg1	pos1	neg2	neg3
132	A3QPOJPYI2BBT5	Fri Nov 12 23:27:07 EST 2010	Fri Nov 12 23:33:32 EST 2010	1289622427000	1289622812000	385	Gaylord	United States	66.227.188.2	N/A		5	2	132	4	4	2	3	4	1	3	2	1	3	4	2	1	2	1	4	4	1	3	4	525	526	527	528	ctrl	ALZGU09BJZSIW	A3KWCQJ39DXKT4	A3DD3ACPMVDVCA	A2LLFCD7DI80K3	A3KWCQJ39DXKT4	A3DD3ACPMVDVCA	ALZGU09BJZSIW	A2LLFCD7DI80K3	A3DD3ACPMVDVCA	A3KWCQJ39DXKT4	ALZGU09BJZSIW	A2LLFCD7DI80K3	A2LLFCD7DI80K3	A8V7WA74IOHZ9	A3DD3ACPMVDVCA	ALZGU09BJZSIW	neg1	pos1	neg2	neg3
