SegID	Urdu	LDC_Translation_1	LDC_Translation_2	LDC_Translation_3	LDC_Translation_4	Turk_Translation_1	Turk_Translation_2	Turk_Translation_3	Turk_Translation_4	WorkerID_1	WorkerID_2	WorkerID_3	WorkerID_4
bbc_urd_20090123.0030__15	واضح رہے کہ دونوں تنظیموں کی اب تک کی پالیسی یہ تھی کہ مسئلہ کشمیر کو مسلح مزاحمت کے ذریعہ حل کیا جاسکتا ہے۔	The policy of both organizations until now has been that the Kashmir issue can be resolved through armed resistance.	Let it be evident that till now both organizations had the policy that the Kashmir issue could be resolved only with armed resistance.	It should be noted that the policy of both the organisations till now, was that the Kashmir issue could be resolved through armed struggle.	It may be recalled that the two organizations have thus far pursued a policy of resolving the Kashmir dispute through armed conflict.	It should be clear that the policy of both groups until now, has been that the Kashmir issue could be resolved through armed resistance.	it should be clear that both the organizations had a policy that the Kashmir dispute should be resolved through an armed resistance.	Be clear that the policy of both groups until now was that Kashmir problem can be solved with the armed opposition.	It should be kept in mind that now with the policy of two organizations the Kashmir issue can be resolved through the armed resistance.	a3dd3acpmvdvca	a143bvgouf83je	a1wyssw33m2fz2	a1aczgd5azz3r7
bbc_urd_20090125.0005__1	ڈیرہ بگتی:گیس پائپ لائن پر دھماکہ	Dera Bugti: Bomb Blast on Gas Pipeline	Dera Bugti: Gas Pipeline Explosion	Dera Bugti: Explosion on Gas Pipeline	Dera Bugti: gas pipeline blown up	Bugthi hill: Gas Pipeline Blown up	Dera Bugti: blast over the gas pipeline	Dera Bugti: Blast on the gas pipe line.	Dera Bugti: Explosion on gas pipe line	a3dd3acpmvdvca	a143bvgouf83je	a1wyssw33m2fz2	a8v7wa74iohz9
bbc_urd_20090125.0005__2	پولیس حکام کے مطابق لوٹی گیس فیلڈ سے پیر کوہ جانے والی اٹھارہ انچ قطر کی پائپ لائن کو دھماکہ سے اڑایا گیا ہے۔	According to police officials, an eighteen-inch diameter pipeline running from Loti Gas Field to Pir Koh has been ruptured by the explosion.	According to police officials, the 18-inch diameter gas pipeline from Loti gas field to Pir Koh has been blown up with explosion.	According to police officials, the 18-inch diameter pipeline from Gas Field to Pirkoh was blown up.	According to police officials, an 18-inch gas pipeline between the Sui Gas Field and Pir Koh was blown up in an explosion.	According to police officials, the Eighteen inch diameter pipelines running from Loti Gasfields to Peer Mountain were blown up in a blast.	Police officials say that the 18 inches diameter pipeline going from Lui gas field to peer koh was blasted.	According to the police officials, 18 inch Qatar pipe line going from Loti gas field was destroyed in a bomb blast on Monday.	According to police officials 18 inches diameter pipeline of Loti Gas Field to Pir Koh has been destroyed by explosion.	a3dd3acpmvdvca	a143bvgouf83je	a1wyssw33m2fz2	a8v7wa74iohz9
bbc_urd_20090125.0005__3	یہ پائپ لائن سوئی پلانٹ کی سمت جاتی ہے۔	This pipeline runs toward the Sui Plant.	This pipeline goes towards Sui Plant.	This pipeline goes towards the Sui Plant.	The pipeline supplied gas to the Sui Plant.	This pipeline was going towards Soui Plant.	this pipeline goes towards the Sui plant.	This pipe line goes towards the Sui plant.	This pipeline is directed towards Sui Plant.	a3dd3acpmvdvca	a143bvgouf83je	a1wyssw33m2fz2	a8v7wa74iohz9
bbc_urd_20090125.0005__4	دریں اثناء اپنے آپ کو کالعدم تنظیم بلوچ ریپبلکن آرمی کا ترجمان ظاہر کرنے والے سرباز بلوچ نامی شخص نے ٹیلیفون پراپنی تنظیم کی جانب سے اس حملے کی ذمہ داری قبول کی ہے۔	Meanwhile, a person by the name of Sarbaz Baloch, presenting himself as the spokesperson of the banned organization, the Baloch Republican Army, has accepted responsibility for the attack on behalf of his organization over the telephone.	In the meantime, a person named Sarbaz Baloch, who declares himself spokesman of the defunct organization Baloch Republican Army, has accepted the responsibility of this attack.	Meanwhile, Sarbaz Baloch, proclaimed spokesperson for the banned organisation, Baloch Republican Army, accepted responsibility for the attack on behalf of his organization via telephone.	Meanwhile, Sarbaz Khan, purported spokesman for the defunct Balochistan Republican Army, accepted responsibility for the explosion in a telephone call.	In this meantime, a man named Sarbaz Baloch, claiming to be the spokesperson of banned organisation, Baloch Republican Army, took responsibility for the attack over the phone.	meanwhile, Sarbaz Baloch, presenting himself as a representative of the banned Baloch republican army has accepted the responsibility of the blast on behalf of his organization over the telephone.	A man named Sarbaz Baloch representing himself as a represtor of his invalidate party "Baloch republican army" has accepted the responsibility for this attack on the telephone on behalf of his party.	Moreover pretending himself as the interpreter of banned organization Baloch Republican Army has accepted the responsibility of the explosion on behalf of his organization on phone.	a3dd3acpmvdvca	a143bvgouf83je	a1wyssw33m2fz2	a8v7wa74iohz9
bbc_urd_20090125.0005__5	چارروز میں چوتھی گیس پائپ لائن کو دھماکے سے اڑایا گیا ہے۔	This is the fourth gas pipeline, which has been blown up in four days.	A fourth gas pipeline has been blown up in four days.	This is the fourth gas pipeline which has been blown up within four days.	This is the fourth gas pipeline to be blown up in as many days.	This is the fourth gas pipeline being blown up in 4 days.	fourth pipeline has been blasted in four days.	In four days, fourth gas pipe line was destroyed in a bomb blast.	4th pipeline was exploded in four days.	a3dd3acpmvdvca	a143bvgouf83je	a1wyssw33m2fz2	a8v7wa74iohz9
bbc_urd_20090125.0005__6	جمعہ کے روز ڈیرہ اللہ یار میں ایک اٹھارہ انچ قطر کی پائپ لائن کو تباہ کر دیا گیا تھا جس کی مرمت کا کام اتوار کی صبح تک جاری تھا۔	On Friday in Dera Allah Yar, an eighteen-inch diameter pipeline was destroyed, repair of which was underway until Sunday morning.	On Friday in Dera Allah Yaar, an 18-inch gas pipeline was destroyed on which repair work continued until Sunday morning.	An 18-inch diameter pipeline had been destroyed on Friday in Dera Allah Yar and the repaire work continued till Sunday morning.	An 18-inch gas pipeline was blown up in Dera Allah Yar on Friday. Repair work on that pipeline continued until Sunday.	On Friday, In Allah Yar hill, an eighteen inch diameter pipeline was destroyed to fix which work was going on till Sunday morning.	on Friday an 18 inches diameter pipeline was blasted in Dera Allahyar whose repair work was continued till Sunday morning.	On Friday, in Dera Allah Yar, an 18 inch Qatar pipe line was destroyed whose maintenance was continued until Sunday morning.	An 18 inch diameter pipeline was destroyed in Dera Allah Yar on Friday whose mending was continued till Sunday morning.	a3dd3acpmvdvca	a143bvgouf83je	a1wyssw33m2fz2	a8v7wa74iohz9
bbc_urd_20090125.0005__7	کوئٹہ میں سوئی سدرن گیس کمپنی کے جنرل مینیجر مشتاق صدیقی نے بتایا ہے کہ اس پائپ لائن سے گیس کی ترسیل دوپہر کے بعد شروع کر دی جائے گی۔	Mushtaq Siddiqui, General Manager of Sui Southern Gas Company in Quetta, has said the gas supply through this pipeline will be opened in the afternoon.	The General Manager of Sui Southern Company in Quetta, Mushtaq Siddiqui, has told that the supply of gas through this pipeline would be resumed post-afternoon.	General Manager of Sui Southern Gas Company, Mushtaq Siddiqi, has informed that the supply of gas from this pipeline will resume past the afternoon.	Mushtaq Siddiqui, the general manager of Sui Southern Gas Company in Quetta, said the gas supply from the pipeline would be restored after noon that day.	In Quetta, the Soui Sidran Gas Company's General Manager Mushtaq Siddiqi said that this gas was sent through this pipeline after the afternoon.	General Manager of Sui Southern Gas in Quetta, Mushtaq Siddiqui has told that supply from this pipeline will resume in the afternoon.	The general manager Mushtaq Siddiqui of the Sui Southern Gas company in Quetta said that gas supply through this pipeline would begin after noon.	General Manager of Sui Southern Gas Company Mushtaq Siddiqui told in Quetta that this supply line will be restarted after noon.	a3dd3acpmvdvca	a143bvgouf83je	a1wyssw33m2fz2	a8v7wa74iohz9
bbc_urd_20090125.0005__8	یہ پائپ لائن سبی کے راستے کوئٹہ آتی ہے۔	This pipeline comes to Quetta by way of Sibbi.	This pipeline comes to Quetta through Sibbi.	This pipeline connects with Quetta via Sibbi.	This pipeline supplies gas to Quetta via Sibbi.	This pipeline comes to Quetta via Sabi.	this pipeline reached Quetta through Sibbi.	This pipeline comes to Quetta through Sibbi.	This pipeline arrives in Quetta via Sibbi.	a3dd3acpmvdvca	a143bvgouf83je	a1wyssw33m2fz2	a8v7wa74iohz9
bbc_urd_20090125.0005__9	کوئٹہ زیارت اور دیگر مصافاتی علاقوں میں تین روز سے گیس کی شدید قلت ہے جہاں ایک طرف برف باری کا سلسلہ جاری ہے اور درجہ حرارت نقطہ انجماد سے نیچے گر گیا ہے اور دوسری طرف ہیٹر اور چولہے ٹھنڈے پڑ گئے ہیں۔	There has been a severe shortage of gas for the past three days in Quetta, Ziarat, and other surrounding areas, where, on top of the continuous snowfall and temperature which has fallen below the freezing point, heaters and stoves are now no longer working.	There is a severe shortage of gas in the Quetta Ziarat and other suburbs, where on one hand there is a continuous snowfall and the mercury has fallen below freezing point, and on the other hand the heaters and burners have become inoperative.	There is severe crisis of gas in Quetta, Ziarat and other nearby areas where, on one hand, snowfall continues and the temperature has fallen below zero while on the other hand, heaters and stoves are not working.	For the last three days, there has been a severe shortage of gas in Quetta, Ziarat and their suburbs, where the temperature has dropped below freezing due to a snowfall, but heaters and stoves are not working.	Quetta: Zyarat and other surrounding areas have extreme shortage of natural gas for three days. Where on one side, the snowfall continues and the temperature has dropped below freezing, the other side is where the stoves and heaters are gone cold.	there is a severe shortage of gas in Quetta, Ziarat and other surrounding areas for the past three days, where on one hand snowfall is continuing and temperature has fallen below the freezing point and on the other hand heaters and stoves are out of gas.	In Quetta, Ziyarath and other far off regions, there is an acute shortage of gas for the last three days. On one hand, it is continuously snowing and the temperature has fallen below freezing point and on the other hand, the heaters and stoves have gone cold.	There is intense scarcity of gas since 3 days in Quetta, Ziarat and suburb areas where on one one hand snowfall is continued and temperature has dropped below freezing point and on the other hand heater and stoves are not working.	a1wyssw33m2fz2	a143bvgouf83je	a3dd3acpmvdvca	a8v7wa74iohz9
bbc_urd_20090125.0005__10	اس کے علاوہ ڈیرہ بگٹی شہر میں مال منڈی میں موٹر سائیکل میں دھماکہ ہوا ہے لیکن پولیس کے مطابق اس دھماکے سے کسی قسم کا جانی نقصان نہیں ہوا ہے۔	In addition, there was a bomb blast from a motorcycle in Mal Mandi in the city of Dera Bugti, but according to police there has been no loss of life due to the blast.	Besides this, in Mall Mundi, city of Dera Bugti, an explosion occurred in a motor cycle; however, according to the police, no loss of life, whatsoever, took place in this explosion.	In addition, in Dera Bugti city, a motor cycle explosion occurred in Mal Mandi but according to the police, no loss of life took place.	In addition, a bomb planted on a motorbike exploded in the cattle market in the city of Dera Bugti, but according to police officials it did not cause loss of life.	Besides this, there was a bomb blast in a motor cycle in Mal Mandi in the city of Dera Bugti. But according to the police, there was no fatal damage due to this blast.	moreover in Dera Bugti city, there was a motorcycle blast on the mall road but police told that there was no loss of lives in this blast.	Apart from this, in Derahbagti town, there was a motorcycle blast in the market, but according to the police, there was no loss of life in the blast.	Further in the city of Dera Bugti a motorbike exploded in animal market but according to police no casualties.	a1wyssw33m2fz2	a143bvgouf83je	a3dd3acpmvdvca	a8v7wa74iohz9
bbc_urd_20090125.0020__1	جماعت الدعوۃ  کے لیے ایڈمنسٹریٹر	Administrator for Jamaat-ud-Dawa	Administrator Appointed for Jamaat-ud-Dawa	Administrator for Jamaat-ud-Dawa	An Administrator for Jamaatud Dawa	Administrator for Jamat-ud-Dawa	Adminstrator for Jamaat Al-Dawa.	Administrator for Jamaa'athud Da'wah	Administrator for Jamat-al-qaeda	a1wyssw33m2fz2	a143bvgouf83je	a3dd3acpmvdvca	alrghxunh1uv7
bbc_urd_20090125.0020__2	جماعت الدعوۃ  کا ہیڈاکواٹر مرکز طیبہ لاہور سے تقریباً پچیس کلو میٹر دور مرید کے میں ہے۔	The Tayaba Center, headquarters for Jamaat-ud-Dawa, is in Mureedkay, about twenty-five kilometers from Lahore.	The Headquarters of Jamaat-ud-Dawa is located in Mureed Ke, around 25 kilometers away from Lahore.	Markaz-e-Taiba, the headquarter of Jamaat-ud-Dawa is situated in Muridkay 25, about kilometers from Lahore.	The headquarters of Jamaatud Dawa, Markaz-e-Taiba, is 25 kilometers from Lahore.	The headquarter of Jamat-ud-Dawa, Tayyaba Center, is almost 25km away from Lahore near Mureedkay.	The central headquarter of Jamaat Al dawa is in Muridkay almost 25 Kilometers away from Lahore.	The central headquarters of Jamaa'athud Da'wah is in Taibah, about 25 kilometers from Karachi.	The head quaters of Jamat-al-qaeda is located 25 kilometers away from Central Tayiba LAHORE at Maridka	a1wyssw33m2fz2	a143bvgouf83je	a3dd3acpmvdvca	alrghxunh1uv7
bbc_urd_20090125.0020__3	اس مرکز میں ہسپتال ، سکول اور  طلباء کے ہاسٹل بھی شامل  ہیں۔	This Center includes hospitals, schools and student hostels.	This center has a hospital, a school and hostels for the students.	This Center includes a hospital, a school and a hostel for students.	It has a hospital, school and hostel for students.	This center has hospital, school and also hostel for students.	the center includes hospital, schools and student hostels.	This center includes a hospital, a school and a hostel for students.	This central has hospitals, schools and hostels for students	a1wyssw33m2fz2	a143bvgouf83je	a3dd3acpmvdvca	alrghxunh1uv7
bbc_urd_20090125.0020__4	وزیر قانون پنجاب رانا ثناء اللہ خان کا کہنا ہے کہ جماعت الدعوۃ  کے مرکز میں نگران  کی تعیناتی اس لیے عمل میں لائی گئی ہے تاکہ وہاں موجود فلاحی اداروں کا کام متاثر نہ ہو۔	Punjab Law Minister Rana Sanaullah Khan says that the appointment of a supervisor in Jamaat-ud-Dawa's Center has taken place so that the work of its welfare organizations will not be hindered.	According to the Law Minister of Punjab Rana Sanaullah Khan, the administrator has been appointed in the center of Jamaat-ud-Dawa so that the working of the welfare institutions present there should not be affected.	Punjab Law Minister Rana Sanaullah said that the appointment of administrator in the Jamaat-ud-Dawa headquarter has been made so that the welfare activities of the organization are not affected.	The Punjab's justice minister Rana Sanaullah said that an administrator has been appointed for the Jamaatud Dawa headquarters so that the organization's welfare activities may continue unaffected.	Law minister Punjab, Rana Sanaullah Khan says that assignment of a superintendent in the Jamat-ud-Dawa center came in to being so that the work of the welfare organizations present there is not disturbed.	Law minister for Punjab, Rana Sanaullah has said that the posting of administrator in Jammat al Dawa center is to make sure that the social work being done over there is not affected.	The law minister of Punjab, Rana Sanaullah Khan says that supervisors were appointed in the center of Jamaa'athud Da'wah, so that the work of social institutes there goes on unaffected.	Rana sana-ullah khan the minister of law of Punjab said that the jamat-al-qaeda is underthe supervision for the placement because the present welfare work going on wil not get disturbed	a1wyssw33m2fz2	a143bvgouf83je	a3dd3acpmvdvca	alrghxunh1uv7
bbc_urd_20090125.0020__5	جماعت الدعوۃ  کے امیر حافظ سعید کے داماد خالد ولید  کے مطابق مرکز میں واقع ہسپتال ، سکول اور دیگر فلاحی اداروں کی نگرانی کے لیے ایک اعلٰی سرکاری افسر خاقان بابر کو ایڈمنسٹریٹر مقرر کیا گیا ہے جبکہ ان کے بقول  مرکز میں پولیس کی نفری میں بھی اضافہ کیا گیا ہے۔	According to Khalid Waleed, son-in-law of the head of Jamaat-ud-Dawa Hafiz Saeed, high government official Khaqan Babar has been appointed as an administrator for the supervision of hospitals, schools and other welfare organizations located in the Center, while the Center's police staff has also been increased.	According to Khalid Waleed, the son-in-law of the Chief of Jamaat-ud-Dawa Hafiz Saeed, a high-level government officer Khaqan Baber has been appointed as administrator for the supervision of the hospital, school and other welfare institutions in the center ; whereas, according to him, the police force deployed in the center has also been beefed up.	According to Khalid Walid, son in law of Hafiz Saeed, head of Jamaat-ud-Dawa, a top government officer Khaqan Babar has been appointed as administrator to supervise the hospital, school and other welfare departments of the the center whereas, according to him, the number of police personnel at the headquarter has also been increased.	According to Khalid Waleed, the son-in-law of the head of Jamaatud Dawa, Hafiz Saeed, a high-ranking government official, Khaqan Babr, has been appointed administrator for the hospital, school and other welfare organizations at the headquarters, while the number of police at the centre has also been increased.	According to Khalid Waleed, the son in law of Chief of Jamat-ud-Dawa Hafiz Saeed, a qualified government official Khaqan Babar is appointed as an administrator to monitor the hospital, schools and other welfare organizations located in the center. Although according to them, there has also been an increase in the police staff.	the leader of Jamaat al Dawa Hafiz Saeed's son in law Khalid Waheed has told that for the supervision of the hospitals, schools and other welfare organizations a high government official has been appointed and according to him the number of police troops have also been increased.	According to Khalid Waleed, son in law of the Jamaa'athud Da'wah chief, Hafiz Saeed, a high ranking government officer, Khaqan Babar, was appointed for the supervision of the hospital, school and other social institutes, based in the center, as the administrator, while according to him, the posting of police at the center was also increased.	As per the head of jamat-al-qaeda Hafeez sayeed's son -in-law Khaled Waleed, hospital schools and welfare association is supervised by a government officer of law Babar, who has been declared an administrator, when even central have increased police open courts	a1wyssw33m2fz2	a143bvgouf83je	a3dd3acpmvdvca	alrghxunh1uv7
bbc_urd_20090125.0020__6	اقوام متحدہ کی سلامتی کونسل نے جماعت الدعوۃ پر پابندی عائد کی ہے جس کے بعد پاکستان کی وفاقی حکومت نے ملک بھر میں جماعتالدعوۃ کے خلاف کارروائی کی اور جماعت کے امیر حافظ سعید سمیت دیگر رہنماؤں کو نظر بند کردیا گیا ہے۔ حکومت پنجاب کی طرف سے مرکز طیبہ میں ایڈمنسٹر مقرر کرنا بھی وفاقی حکومت کی جانب سے جماعت الدعوہ کے خلاف کی جانے والی کارروائی کا تسلسل ہے۔	The United Nations' Security Council placed a sanction on Jamaat-ud-Dawa, after which Pakistan's federal government has taken action throughout the country against Jamaat-ud-Dawa, and head of Jamaat-ud-Dawa Hafiz Saeed, along with other leaders, has been placed under house arrest. The appointment of an administrator in the Tayaba Center by the Punjab government is another of the actions being taken on behalf of the federal government against Jamaat-ud-Dawa.	The Security Council of the United Nations has imposed restrictions on Jamaat-ud-Dawa, after which the federal government of Pakistan launched a countrywide operation against Jamaat-ud-Dawa and the leaders, including the chief of Jamaat-ud-Dawa, Hafiz Saeed, have been placed under house arrest. The appointment of administrator in Taiba Center by the Government of Punjab is also a continuation of the operation against Jamaat-ud-Dawa by the Federal Government.	Following UN Security Council's ban on Jamaat-ud-Dawa, Pakistani federal government has taken action against Jamaat-ud-Dawa across the country and various leaders including chief of the Jamaat, Hafiz Saeed, have been detained. Appointment of administrator at Markaz-e-Taiba from the government of Punjab is part of the series of federal government's actions against Jamaat-ud-Dawa.	The UN Security Council imposed a ban on Jamaatud Dawa, after which the Pakistani federal government took action against the organization and put its head, Hafiz Saeed, under house arrest. The appointment of an administrator for Markaz-e-Taiba is also part of the government's clampdown against Jamaatud Dawa.	Security Council of the United Nations has placed restrictions on Jamat-ud-Dawa after which, Pakistan's federal government did operation against Jamat-ud-Dawa in the entire country. And house arrested many leaders including Ameer Hafiz Saeed. Assignment of an administrator in the Tayyaba Center from the government of Punjab was also part of the series of actions by the federal government against Jamat-ud-Dawa.	the Security counsel of the United Nations have imposed sanctions on Jamaat al Dawa after which the Federal government of Pakistan have stared an operation across the country against Jamaat al Dawa and have put leaders including the leader of the Jamaat Hafiz Saeed in House-Arrest.	The Security Council has passed a ban on Jamaa'athud Da'wah, after which the Pakistani government has started taking action against Jamaa'athud Da'wah across the country, and has put the chief of the Jamaa'ath, Hafiz Saeed along with other leaders under house arrest. The appointment of the administrator in the Taibah center by the Punjab government was also a part of the action being taken against Jamaa'athud Da'wah by the joint government.	For the safety of world alliance race, jamat-al-qaeda has been put sanctions and after that Pakistan's federalize government has promised the whole country that actions against jamat-al-qaeda have been taken. Jamat's Hafeez sayeed's sameet, and his various followers were put into house arrest. By the government of punjab, its in possible to declare an administrator in the Markazey-tuaiba and as per federalize government those who can go against jamat-al-qaeda proceeding to continue	a1wyssw33m2fz2	a143bvgouf83je	a3dd3acpmvdvca	alrghxunh1uv7
bbc_urd_20090125.0020__7	خاقان بابر کا تعلق ڈی ایم جی یعنی ڈسٹرکٹ مینجمنٹ گروپ  سے  ہے۔	Khaqan Babar is from the DMG or District Management Group.	Khaqan Babar belongs to DMG, meaning District Management Group.	Khaqan Babar is from DMG, that is, theDistrict Management Group.	Babr is from the District Management Group (DMG).	Khaqan Babar is related to DMG ( District Management Group).	Khaqan Babar belongs to the DMG or District Management Group.	Khaqan Babar belongs to the DMG, i.e. District Management Group.	The law of Babar belongs to DMG that is Destarcut management group	a1wyssw33m2fz2	a143bvgouf83je	a3dd3acpmvdvca	alrghxunh1uv7
bbc_urd_20090125.0020__8	حافظ خالد ولید نے بتایا کہ  کمشنر لاہور ڈویژن خسرو پرویز خان اتوار کو پولیس اور سول انتظامیہ کے ہمراہ مرکز طبیہ  میں آئے اور مرکز کے مختلف حصوں کا معائنہ کیا۔ خالد ولید نے حکومت کی طرف سے جماعت الدعوۃ  کے مرکز میں ایڈمنسٹریٹر مقرر کرنے کی مذمت کی ہے اور کہا کہ پہلے ہی حکومتی کارروائیوں کی وجہ سے  مرکز میں واقع ہسپتال میں مریضوں اور سکول میں بچوں کی تعداد میں کمی ہوئی ہے۔	Hafiz Khalid Waleed said that Khusro Pervez Khan, Commissioner of the Lahore Division, came to the Tayaba Center on Sunday along with police and civil administrators and inspected different parts of the Center. Khalid Waleed has condemned the appointment of an administrator in Jamaat-ud-Dawa's Center and said that the number of children in the schools and patients in the hospitals of the Center had already shrunk due to the actions of the government.	Hafiz Khalid Waleed said that Lahore Division Commissioner, Khusro Pervaiz Khan came to Taiba Center on Sunday with the police and civil administration and inspected different sections of the center. Khalid Waleed has condemned the appointment of the administrator in Jamaat-ud-Dawa's center from the government and said that due to the government operation, the number of patients in the hospital situated in the center and the students in the school has already declined.	Hafiz Khalid Walid said that the Commissioner of Lahore division, Khusroo Parvez Khan, arrived at Markaz-e-Taiba, along with police and civil administration and inspected different parts of the headquarters. Khalid Walid condemned government's action to appoint administrator in the Center, and said that the number of patients in the hospital and children in school has already dropped because of government's actions.	Waleed said that the Lahore Division commissioner, Khusro Pervez, visited the headquarters on Sunday along with police and civil administration authorities and inspected various sections of the complex. Waleed condemned the government's decision to appoint an administration for Jamaatud Dawa's headquarters and said that the government's actions had already curtailed the number of patients at the hospital as well as students at the school.	Hafiz Khalid Waleed has informed that Lahore division commissioner Khusro Parvez Khan came to the Tayyaba Center on Sunday with the police and civil authority and inspected several parts of the center. Khalid Waleed has disapproved of placement of an Administrator from the government in the Jamat-ud-Dawa Center. And said that earlier operations of the government has already decreased the number of patients in the hospital and students in the school.	Hafiz Khalid Waheed has told that on Sunday the Commissioner of Lahore Khusro Pervez Khan along with police and civil administration came to the Taiba Center and inspected its different parts. Khalid Waheed has disapproved the appointment of the administrator in the center of Jamaat al Dawa and said that due to the actions of the government, the number of patients in the hospitals and children in the schools of the center have already decreased.	Hafiz Khalid Waleed said that the Commissioner of Lahore division, Khusroe Pervez Khan along with police and the civil government came on Sunday and inspected the Taibah center. Khalid Waleed spoke ill about the appointment of an administrator, by the government in Jamaa'athud Da'wah, and he said that the number of patients in the hospital and children in the school had already dropped due to government actions.	Hafeez khalid said that the commissioner of lahore D.vizon khusroo parvez khan came to Markaz-e- tauiba with the police and civil admistration and inspected the Markaz.The governement has promised the central of jamat-al qaeda's khalid walid has suggested to give self condemnation by the government and said that because of the government rules they have loss there many of the patients from there hospitals and they loss many of there students from ther schools....	a1wyssw33m2fz2	a143bvgouf83je	a3dd3acpmvdvca	alrghxunh1uv7
bbc_urd_20090125.0020__9	ادھر جماعت الدعوۃ  کی ایک پریس ریلیز کے مطابق جماعت کے امیر حافظ سعید نے اقوام متحدہ کے جنرل سیکرٹری بان کی مون اور  کمیٹی برائے طالبان کے نام ایک خط لکھا ہے جس میں ان سے سلامتی کونسل کی طرف سے جماعت پر عائد کی جانے والی  پابندی ختم کرنے کی اپیل کی گئی ہے۔	According to Jamaat-ud-Dawa's press release, Jamaat's head Hafiz Saeed has written a letter to General Secretary of the United Nations Ban Ki-Moon and the Committee for the Taliban in which an appeal has been made to lift the sanction placed on the Jamaat by the Security Council.	In the meantime, according to a press release of Jamaat-ud-Dawa, the chief of Jamaa Hafiz Saeed has written a letter to the Secretary General of the United Nations Ban-Ki Moon and the Committee for Taliban in which they have been appealed for the elimination of a restriction on Jamaat by the Security Council.	According to a press release of Jamaat-ud-Dawa, Chief of Jamaat-ud Dawa Hafiz Saeed has written a letter to the UN Secretary General Ban Ki Moon and the Committee regarding Taliban, urging them to lift ban on the organization imposed by the Security Council.	Meanwhile, a press release issued by Jamaatud Dawa said that Saeed has written a letter to UN Secretary General Ban Ki-Moon, in which he asked him to lift the sanctions imposed by the Security Council.	According to a press release by Jama'athu Da'wah, here, the Jama'ath chief, Hafiz Saeed is said to have written a letter to the United Nations General Secretary, Ban Ki Moon, and the Committee on Taliban, appealing to remove the ban on Jama'athud Da'wah, passed by the Security Council.	Here, according to one press release of the council party, the council's prince Hafiz Saeed has written a letter to to the United Nations General Secretary Ban Ki Mon and to members of the committee he asked to end the regularity made on the council by the peace convention.	Here according to a press release by Jamat-ud-Dawa, party's chief Hafiz Saeed has written a letter for the General Secretary of United Nations, Ban Ki Mon, and Committee for Taliban, in a reques is made to cancel the restrictions on the party made by the Security Council.	As per the jamat alqaeda ,according to one of press release that the head of the jamat hafez saeed has written a letter to the seceratory general of Aqwam-me-mutahda Ban-ki-mon and the commitee of taliban in that he had appealed to remove the sanctions by the safety counsil	a3dd3acpmvdvca	a3bz8b0jpubzqq	a1wyssw33m2fz2	alrghxunh1uv7
bbc_urd_20090125.0020__10	خط میں یہ کہا گیا  کہ سلامتی کونسل کی طرف سے جماعت الدعوۃ پر پابندی کا یکطرفہ فیصلہ ناانصافی ہے اور جماعت الدعوۃ کا دہشت گردی سے کوئی تعلق نہیں بلکہ یہ رفاہی کاموں میں مصروف  ہے۔	In the letter it is stated that the Security Council's unilateral decision for a sanction on the Jamaat-ud-Dawa is unjust and that Jamaat-ud-Dawa has no connection with terrorism, but is busy doing welfare work.	It has been said in the letter that the unilateral decision of putting restriction on Jamaat-ud-Dawa by the Security Council is unjust and Jamaat-ud-Dawa has no connection with terrorism, whereas it is involved in welfare activities.	The letter reads that the unilateral decision to impose ban on Jamaat-ud-Dawa by the Security Council is unjust and that Jamaat-ud-Dawa has nothing to do with terrorism, rather, it is busy in welfare activities.	The letter stated that Security Council's unilateral decision to impose a ban on Jamaatud Dawa was unjust and maintained that the organization had no links to terrorism but was busy with welfare activities.	In the letter, he mentioned that the passing of the ban by the Security Council on Jama'athud Da'wah, was a one-sided and unjust decision, and that Jama'athud Da'wah has no connection with terrorism, and rather is busy in social work.	In the letter it has said that the one sided decision of the peace convention on making the regularity on the council party was not fare and there is no connection of the council party with the terrorism hence they are busy in peace making work.	It says in the letter that the one sided decision of the Security Council on banning Jamat-ud-Dawa is unfair. And Jamat-ud-Dawa has no relation with terrorism but it is busy in the activities of charity.	In that letter he told that the decision taken by the safety counsil is one sided decision and which is unfair and jamat al qaeda has no links with the terrorism but they are involved with their charitable cause.	a3dd3acpmvdvca	a3bz8b0jpubzqq	a1wyssw33m2fz2	alrghxunh1uv7
bbc_urd_20090126.0006__1	ایدھی غزہ کے امدادی مشن پر	Edhi on Relief Mission to Gaza	Edhi on Relief Mission to Gaza	Edhi on Gaza's Relief Mission	Edhi on Gaza relief mission	Aidhi's Gaza humanitarian mission	On the Edhi Ghaza's relief mission	Edhi on the aid mission of Gaza.	n/a	a3dd3acpmvdvca	a3bz8b0jpubzqq	a1wyssw33m2fz2	n/a
