SegID	Urdu	LDC_Translation_1	LDC_Translation_2	LDC_Translation_3	LDC_Translation_4	Turk_Translation_1	Turk_Translation_2	Turk_Translation_3	Turk_Translation_4	WorkerID_1	WorkerID_2	WorkerID_3	WorkerID_4
bbc_urd_20090108.0018__4	یہ واضح نہیں کہ یہ حملہ حزب اللہ نے کیا ہے یا پھر اس کے پیچھے لبنان میں سرگرم فلسطینی گروہوں کا ہاتھ ہے۔	It is not clear whether this was an attack by Hezbollah or if Palestinian groups active in Lebanon are behind it.	It is not clear if this attack has been launched by Hezbollah or if this has been backed by Palestinian groups active in Lebanon.	It is not clear whether it was Hezbollah that conducted this attack or if Palestinian groups active in Lebanon were behind it.	It is not yet clear whether the rockets were fired by Hezbollah or by Palestinian organizations operating in Lebanon.	This is not clear if these rockets were fired from Hisbualah or the Palestinian groups active in Lebanon.	its is not clear that this attack was carried out by Hizbullah or the Palestinian groups active in Lebanon are behind it.	this is not clear that this attack made by Hezbollah or either behind that there is a hand of Palestinian activists group in Lebanon.	It's not certain that this attack was Hezbollah related or if aggravated Palestinian terrorists are behind this.	a3fq8i38xt2b4z	a143bvgouf83je	a1sanjgoj47idf	a3u16uhguaktzs
bbc_urd_20090108.0018__5	لبنانی حکومت کا کہنا ہے کہ وہ بھی اس بات کا پتہ لگانے کی کوشش کر رہی ہے کہ ان راکٹ حملوں کے پیچھے کون ہے۔	The Lebanese government says that it is also trying to find out who is behind these rocket attacks.	The government of Lebanon says that it is also trying to find out who is behind these rocket attacks.	The Lebanese government has said that it is also investigating to find out who was behind the rocket attacks.	The Lebanese government said that it was trying to find out who was behind the attack.	Lebanese government said it is investigating who is behind the firing of these rockets.	Lebanese government says that it is also trying to figure out who is behind these rocket attacks.	Lebanon government said that they are also trying to know that who is behind that rockets attack.	The Lebanese government has said that they are also trying to investigate who is behind these rocket attacks.	a3fq8i38xt2b4z	a143bvgouf83je	a1sanjgoj47idf	a3u16uhguaktzs
bbc_urd_20090108.0018__6	بی بی سی کے نامہ نگار نے اسے خطے میں جاری حالیہ بحران کے لیے ایک انتہائی خطرناک موڑ قرار دیا ہے۔	BBC's correspondent has declared this to be an extremely dangerous turn in the current crisis in the region.	The BBC correspondent has declared this is a very dangerous juncture for the currently prevailing crisis in this region.	BBC correspondent has termed it as an extremely dangerous turn in the ongoing crisis in the region.	A BBC correspondent labeled this development as an extremely dangerous turning point in the current crisis afflicting the region.	BBC correspondent views this event as a very dangerous happening to the peace process.	BBC correspondents have declared that this as a very dangerous turn in the reigning situation in the region.	BBC analyst considered that this is very dangerous turn of intense situation in this region at the present time.	The reporters of BBC have declared this an entirely volatile and dangerous situation.	a3fq8i38xt2b4z	a143bvgouf83je	a1sanjgoj47idf	a3u16uhguaktzs
bbc_urd_20090108.0018__7	بی بی سی کے مدیر برائے مشرقِ وسطٰی جیریمی بوئن کے مطابق ان راکٹ حملوں سے جنگ کے پھیل جانے کا خطرہ بڑھ گیا ہے۔	According to Jeremy Bowen, BBC's Middle East editor, these rocket attacks have intensified the threat of the war spreading.	According to BBC's Editor for the Middle East, Jeremy Bowen, the danger of expansion of war has increased due to these rocket attacks.	According to the BBC's Middle East editor Jeremy Bowen, these rocket attacks have increased the danger of further escalation of the war.	According to the BBC's Middle East editor, Jeremy Bowen, these rocket attacks are likely to spark another war in the region.	BBC's adviser for Middle Ease Jeremy Boyen is of the view that due to firing of these rockets the risk of a war is evident.	BBC's editor for Middle East Geremy Bowin has said that due to these rocket attacks is the danger of the war spreading out has increased.	BBC correspondent for middle east Jeremy Boin according to him this rocket attack give more danger to separate war.	According to the Head of the Middle East sector of BBC, Jeremy Button, these rocket attacks have increased the chances of spreading the war.	a3fq8i38xt2b4z	a143bvgouf83je	a1sanjgoj47idf	a3u16uhguaktzs
bbc_urd_20090108.0018__8	گزشتہ کچھ دنوں سے اس بات کا خدشہ ظاہر کیا جا رہا تھا کہ غزہ میں ہونے والی کارروائی کہیں شمال میں لبنان کے ساتھ اسرائیل کی سرحد تک نہ پھیل جائے۔	For the past few days, apprehension has been expressed that the activities in Gaza might spread northward to Israel's border with Lebanon.	For the last few days concern was expressed that the operation in Gaza may expand to the Israeli borders along Lebanon in the north.	Fear was being expressed for the last some days that the Gaza conflict could spill over to the north, at Israel's border with Lebanon.	For some days now, it has been feared that an Israeli military offensive in Gaza could spread to northern Lebanon along the Israeli border.	Over the past few days, it was been feared that the military operation in Gaza may extend further north, along the Lebanon- Israel border	In the last few days, it was being feared that the action going on in Gaza might spread to the Israeli border with Lebanon in the north.	A threat is being expressed for the last few days that what if the current proceedings in Gaza spread to the borders of Israel along with Lebanon in the North.	In the past few days, it is feared that the Investigation in Gaza might reach to the Northern part of Lebanon and to the Israeli border.	a2yc779twnpohq	a3dd3acpmvdvca	a1wyssw33m2fz2	a3u16uhguaktzs
bbc_urd_20090108.0018__9	ادھر بدھ اور جمعرات کی درمیانی شب اسرائیل کی فضائیہ نے غزہ کی پٹی پر ساٹھ فضائی حملے کیے۔	Meanwhile, on Wednesday night, Israel's air force launched sixty air raids on the Gaza Strip.	On the other side, between Wednesday night and Thursday, the Israeli Air Force launched 60 air attacks on the Gaza Strip.	Israeli Air Force, on the other hand, launched sixty air attacks on the Gaza Strip, on Wednesday and Thursday midnight.	Meanwhile, Israeli war planes carried out 60 air strikes over the Gaza Strip Wednesday night.	and there on Wednesday night, the Israeli Air Force conducted sixty air raids on Gaza Strip.	Here, in the night between Wednesday and Thursday, the Israeli army made 60 air attacks on the Gaza strip.	Here, on night between Wednesday and Thursday, Israel's air force did 7 aerial attacks on the Gaza strip.	Israeli forces have executed around 60 aerial attacks on the Gaza strip between Wednesday and Thursday night.	a2yc779twnpohq	a3dd3acpmvdvca	a1wyssw33m2fz2	a3u16uhguaktzs
bbc_urd_20090108.0018__10	اسرائیلی فوج کے مطابق ان حملوں میں حماس کی پولیس کے دفاتر، سرنگوں، ہتھیاروں کے ذخیروں، راکٹ فائر کرنے والی جگہوں اور حماس کے ہتھیار بند کارکنوں کو نشانہ بنایا گیا۔	According to the Israeli army, Hamas police offices, tunnels, arsenals, rocket launch pads, and armed forces of Hamas were targeted in these attacks.	According to the Israeli army, the offices of Hamas police, tunnels, stock piles of weapons, rocket firing pads, and armed workers of Hamas were targeted in these attacks.	According to the Israeli army, these attacks targeted the offices of Hamas police, tunnels, ammunitions depots, places from where rockets were launched and armed activists of Hamas.	According to the Israeli army, Hamas police stations, tunnels, weapons caches, rocket launching pads and armed Hamas members were targeted in the attacks.	According to Israeli Army, these attacks targeted Hamas's Police Force's offices, underground tunnels, weapons' caches, rocket launching sites and Hamas's armed personnel.	According to Israeli army, in these attacks, the police stations of Hamas, their tunnels, weapon stocks, rocket launching pads, and armed workers were targeted.	According to the Israel army, police stations of Hammas, tunnels, stock of weapons, rocket firing points and weapon workers of Hammas were made targets during these attacks.	According to the Israeli army, the Hamas Police offices, tunnels, weapon stores, rocket launching areas and armed individuals were targeted in these attacks.	a2yc779twnpohq	a3dd3acpmvdvca	a1wyssw33m2fz2	a3u16uhguaktzs
bbc_urd_20090108.0018__11	فضائی حملوں کے علاوہ اسرائیلی فوج اور بحریہ کے توپ خانے سے بھی غزہ پر رات بھر بمباری جاری رہی۔	In addition to air raids, the Israeli army and navy artillery continued bombing Gaza all night.	Besides air attacks, the artillery of the Israeli Army and Navy also kept on bombing Gaza all night.	Apart from air attacks, the artillery of Israeli army and navy also shelled Gaza all night long.	In addition to the air strikes, the Israeli military and naval artillery also shelled Gaza overnight.	Apart from air raids, Israel Army's and Navy's artillery continued shelling Gaza during the night.	Apart from the air attacks, the Israeli army and the naval launching pad also bombarded Gaza all night.	Besides the aerial attacks, Israel army and marine artillery men continued bombing on Gaza through out the night.	Aside from Aerial attacks, Gaza was also bombed all night from the Israeli and Bahria tank bases.	a2yc779twnpohq	a3dd3acpmvdvca	a1wyssw33m2fz2	a3u16uhguaktzs
bbc_urd_20090108.0018__12	فلسطینی ذرائع نے کہا کہ فضائی حملوں میں غزہ شہر میں ایک مسجد تباہ ہو گئی۔	Palestinian sources said that a mosque was destroyed in the air raids on Gaza City.	According to Palestinian sources, a mosque was demolished in Gaza city in these air attacks.	According to the Palestinian sources, air attacks on Gaza city destroyed one mosque.	Palestinian sources said that a mosque was destroyed in Israeli attacks on Gaza City.	The Palestinian Authorities said that a mosque was destroyed during the air raids on the Gaza city.	Palestinian sources say that the air attacks have destroyed a mosque in Gaza city.	According to the Palestine sources, a mosque was destroyed in one of the aerial attacks in the city of Gaza.	Palestinian sources say that a mosque was destroyed in these aerial attacks on Gaza.	a2yc779twnpohq	a3dd3acpmvdvca	a1wyssw33m2fz2	a3u16uhguaktzs
bbc_urd_20090108.0018__13	غیر مصدقہ اطلاعات کے مطابق اسرائیلی فوج کے ٹینکوں نے جنہیں ہیلی کاپٹروں سے فضائی مدد حاصل تھی خان یونس کے علاقے کی طرف پیش قدمی کی ہے۔	According to unconfirmed reports, Israeli army tanks, with air support from helicopters, have advanced toward the area of Khan Yunis.	According to unverified information, tanks of the Israeli army that were backed by helicopters in the air have advanced towards the area of Khan Yunis.	According to unconfirmed reports, Israeli tanks backed by helicopter air support, advanced towards the Khan Younis region.	According to unconfirmed reports, Israeli army tanks backed by helicopters have started advancing towards Nablus.	According to unconfirmed reports tanks from Israeli Army, aided by the helicopters from the air, have advanced towards the area of Khan Younus.	According to unconfirmed reports, the Israeli army tanks with air support from helicopters moved towards the region of Khan Younus.	According to unauthentic sources, tanks of Israel army, which were supported by helicopters, moved towards the area of Khan Yunus.	According to some unverified sources, Israeli tanks are closing in on the area of Khan Younis with aerial help from helicopters.	a2yc779twnpohq	a3dd3acpmvdvca	a1wyssw33m2fz2	a3u16uhguaktzs
bbc_urd_20090108.0018__14	گزشتہ بارہ دنوں سے جاری اس لڑائی میں سات سو کے قریب فلسطینی جن میں عورتوں اور بچوں کی ایک بڑی تعداد شامل ہے ہلاک ہو گئے ہیں	In this battle, which has continued for the past twelve days, nearly 700 Palestinians have been killed, including a large number of women and children.	In this war which has carried on for the last 12 days, around 700 Palestinians, which include a large number of women and children, have died.	In this conflict, that has continued for the last twelve days, about 700 Palestinians have died, including a large number of women and children.	About 700 Palestinians, mostly women and children, have been killed in the Israeli offensive over the last 12 days.	During this conflict of now twelve days, around seven hundred of Palestinians, which include a large number of women and children, have died.	In this war that has been going on for the last 12 days, about 700 people among which a large number of women and children are included, have been killed.	In the fight going on for the last 12 days,almost 700 Palestinians have died including women and children in a large number.	In the last twelve days, around 700 Palestinians have been killed, a majority of which have been women and children.	a2yc779twnpohq	a3dd3acpmvdvca	a1wyssw33m2fz2	a3u16uhguaktzs
bbc_urd_20090108.0018__15	جبکہ دوسری طرف اسرائیل فوج کے گیارہ فوجی بھی مارے گئے ہیں۔	On the other side, 11 soldiers of the Israeli army have also been killed.	While on the other side, eleven Israeli military personnel have also been killed.	On the other hand, eleven soldiers of the Israeli army have also been killed.	Eleven Israeli soldiers were killed as well.	Whereas on the other side twelve soldiers from the Israeli Army have also been killed.	On the other side, 11 Israeli soldiers have been killed	Although on the other hand 11 men of the Israel army were also killed.	On the other hand, 11 Israeli soldiers have also lost their lives.	a2yc779twnpohq	a3dd3acpmvdvca	a1wyssw33m2fz2	a3u16uhguaktzs
bbc_urd_20090108.0018__16	اسرائیل کی سکیورٹی فورسز نے اس بات کی تصدیق کر دی ہے کہ ایک اعلی ترین دفاعی اہلکار آموس گیلاد جنگ بندی کی شرائط طے کرنے کے لیے قاہرہ جا رہے ہیں۔	Israeli security forces have confirmed that Amos Gilad, a top defense official, is going to Cairo to set the conditions for a ceasefire.	The Israeli security forces have confirmed that a high level defense official, Amos Gilad, is going to Cairo to settle the ceasefire conditions.	Israeli security forces have confirmed that a top defense official, Amos Gilad, is leaving for Cairo to discuss terms of ceasefire.	Israeli security forces have confirmed that a high-ranking defense official, Amos Gillad, was visiting Cairo to work out the terms of the ceasefire.	Israeli Security Forces have confirmed that a high ranking defense official, Amos Gillad is going to Cairo to settle the terms for seize-fire.	Israeli security forces have confirmed that a high defense agent, Amous Gilad is going to Cairo to decide the conditions for ceasefire.	Security forces of Israel has confirmed that high defense official Amoos Gilad is going to Qahir to discuss the conditions of the cease fire.	Israeli Security Forces have confirmed that a high ranked officer, Amos Gailad, has left for Cairo to discuss conditions of a ceasefire.	a2yc779twnpohq	a3dd3acpmvdvca	a1wyssw33m2fz2	a3u16uhguaktzs
bbc_urd_20090108.0018__17	حماس کا ایک وفد بھی مصر کے سفیروں سے متوازی بات چیت کے لیے قاہرہ جانے والا ہے۔	A delegation from Hamas is also leaving for Cairo to have parallel talks with the ambassadors of Egypt.	A Hamas delegation will also be going to Cairo for parallel talks with the ambassadors of Egypt.	A Hamas delegation is also set to leave for Cairo for parallel talks.	A Hamas delegation is also leaving for Cairo to hold parallel talks with Egyptian envoys.	A delegation from Hamas is also going to Cairo to conduct parallel talks with the Egyptian diplomats.	A delegation from Hamas is also going to Cairo to hold simultaneous dialog with the Egyptian diplomats.	One delegation of Hammas is also about to leave for Qahir to talk to the ambassadors of Egypt.	A member of Hamas is also leaving to Cairo to have talks with the Egyptian Ambassador.	a2yc779twnpohq	a3dd3acpmvdvca	a1wyssw33m2fz2	a3u16uhguaktzs
bbc_urd_20090108.0018__18	اس کے علاوہ فلسطینی اتھارٹی کے رہنما محمود عباس بھی جمعہ کو قاہرہ پہنچ رہے ہیں۔	In addition, Mahmoud Abbas, leader of the Palestinian Authority, will arrive in Cairo on Friday.	Besides this, the leader of Palestinian Authority, Mahmoud Abbas, is also reaching Cairo on Friday.	Moreover, leader of the Palestinian Authority, Mahmoud Abbas, is also arriving in Cairo on Friday.	In addition, the leader of the Palestinian Authority, Mahmud Abbas, is arriving in Cairo on Friday.	Apart from this, the leader of the Palestinian Authority, Mehmood Abbas, is also reaching Cairo on Friday.	beside that, leader of plasteni authority Mahmud Abbas is reaching Cairo on friday.	With this, the director of Falastin authority abbas Mahmood is also reaching Qahira at Friday.	Also, a member of the Palestinian authority, Mahmood Abbas, will be reaching Cairo on Friday.	a3dd3acpmvdvca	alzgu09bjzsiw	a353ocl6lm6m4o	a3u16uhguaktzs
bbc_urd_20090109.0005__1	میرا دل ٹوٹا ہے، میرا گردہ واپس کرو	My Heart Is Broken; Give Me Back My Kidney	My Heart is Broken; Return My Kidney	My Heart is Broken, Give Me Back My Kidney	I'm heartbroken, give me back my kidney	My heart is broken, return my kidney.	my heart is broken , return my kidney	My heart has been broken, return my kidney.	My heart is broken, give me back my kidney.	a3dd3acpmvdvca	alzgu09bjzsiw	a353ocl6lm6m4o	a3u16uhguaktzs
bbc_urd_20090109.0005__2	ڈاکٹر رچرڈ باٹسٹا نے بتایا کہ انہوں نے آٹھ برس قبل اپنی بیوی ڈانل کی جان بچانے کے لیے انہیں اپنا گردہ بطور عطیہ دیا تھا۔	Dr. Richard Batista said that eight years ago he donated his kidney to save the life of his wife Dawnell.	Dr. Richard Batiste said that eight years ago he donated his kidney to his wife, Donell, to save her life.	Dr. Richard Batista said that he had donated his kidney to his wife Dawnell to save her life eight years ago.	Dr. Richard Batista said that eight years ago, he had donated his kidney to save his wife Dawnell's life.	Dr. Richard Batista says that eight years ago, he had gifted his wife Dawnell his kidney, to save her life.	Dr. Richard batistant told that he denoted his kidney 24 years ago to his wife, daniel to save her life.	Doctor Richard Batista told that he donated his kidney to her wife in order to save his life before 8 years ago.	Dr. Richard Batista has said that eight years ago, he gifted his wife Danelle with his kidney to save her life.	a3dd3acpmvdvca	alzgu09bjzsiw	a353ocl6lm6m4o	a3u16uhguaktzs
bbc_urd_20090109.0005__3	خبر رساں ادارے اے ایف پی کے مطابق ڈاکٹر باٹسٹا کا کہنا ہے کہ ان کی بیوی نے ان کے گردے کے عطیہ کے بدلے یہ صلہ دیا کہ ان سے دھوکہ کیا اور کسی اور سے تعلقات استوار کر لیے اور اب طلاق کے لیے رجوع کیا۔	According to the AFP news agency, Dr. Batista says that, in exchange for his donation, his wife rewarded him by betraying him, establishing a relationship with someone else, and has now filed for a divorce.	According to the news agency AFP, Dr. Batiste is saying that in return to his donation of kidney, his wife cheated on him, and developed a relationship with someone else, and now is trying to get a divorce.	According to the AFP news agency, Dr. Batista said that his wife, in return for his donated kidney, cheated on him and started an affair with someone else and has now filed for divorce.	According to the news agency AFP, Dr. Batista said that in return for the favor, his wife cheated on him, began a relationship with someone else and is now demanding a divorce.	According to AFP news agency, it is Dr. Batista's statement that his wife has repayed him for his gift by cheating him and having relations with another man, and now she wants divorce.	according to news authority AFP, Dr. batistan says that in favour of his kideny my wife has return me a deception by loving someone else and now asking for a divorce	According to the saying of news reporter institute A.F. the wife of Doctor Richard Batista gave the reward of that donation and deceived him and made belongings with another person and get divorce.	According to some press reports, Dr. Batista has said that his wife repaid him for his gift by betraying him, having relations with someone else, and petitioning for divorce.	a3dd3acpmvdvca	alzgu09bjzsiw	a353ocl6lm6m4o	a3u16uhguaktzs
bbc_urd_20090109.0005__4	ڈاکٹر باٹسٹا نے ایک مقامی اخبار ڈیلی نیوز کو انٹرویو دیتے ہوئے کہا کہ اس کے مبینہ معاشقے نے میرے دل میں سوراخ کر دیا جو اب تک ہے ۔	In an interview with local newspaper Daily News, Dr. Batista said that the alleged love affair created a hole in his heart, which is still there.	Dr. Batiste told a local newspaper, the Daily News, that her reported affair has caused a hole in my heart which is still there.	Dr. Batista said in an interview to a local newspaper Daily News that her alleged affair has made a hole in his heart that is still there.	In an interview with a local daily, the Daily News, Dr. Batista said that her alleged affair had broken his heart.	Dr. Batista said, during an interview to a local newspaper, Daily News, that her love affair has put a hole in my heart that still exists.	in an interview with regional newspaper, Daily news Dr. batistan say that my wife's lover has drill a hole in heart which still exists	Doctor Richard Batista told in an interview to an national news Daily News that the lover of my wife made a hole in my heart and that is still in my heart.	In an interview with a local paper, Dr. Batista said that this situation has left him with a hole in his heart.	a3dd3acpmvdvca	alzgu09bjzsiw	a353ocl6lm6m4o	a3u16uhguaktzs
bbc_urd_20090109.0005__5	ڈاکٹر رچرڈ باٹسٹا کے وکیل کے مطابق ویسے تو ڈاکٹر باسٹسا اپنے گردہ کی واپسی کا مطالبہ کر رہے ہیں لیکن اصل میں وہ گردے کی مالیت کے مساوی زرتلافی چاہتے ہیں۔	According to Dr. Richard Batista's attorney, although Dr. Batista is demanding his kidney back, in reality he wants a cash payment equal to the value of the kidney.	According to Dr. Batiste's attorney, although Dr. Batiste is demanding the return of his kidney, he actually wants monetary compensation equivalent to the value of the kidney.	According to the attorney of Dr. Batista, although he is asking for his kidney to be returned, he actually wants monetary compensation for the kidney.	Dr Batista's lawyer said his client was seeking the value of the kidney that he gave to his wife.	According to Dr. Richard Batista's lawyer, though Dr. Batista is demanding his kidney back, but he actually wants a monetary compensation for the kidney.	Accordint to lawyer of Dr. Richard Batistan, Dr. Rischard is asking for the return of kidney but actually he is asking for the Payment of his kidney.	According to the barrister of Doctor Richard Batista that the Doctor is saying the returning of his kidney but infect he wants to return the money of that kidney.	According to Dr. Richard Batista's lawyer, he is asking for his kidney back, but in reality is looking for monetary compensation for his kidney.	a3dd3acpmvdvca	alzgu09bjzsiw	a353ocl6lm6m4o	a3u16uhguaktzs
bbc_urd_20090109.0005__6	ان کی بیوی کے مطابق وہ اپنا موقف آئندہ چند روز میں ایک جج کے سامنے پیش کریں گی۔	According to his wife, she will present her case before a judge in the next few days.	According to his wife, she will submit her version before a judge in the next few days.	According to his wife, she will present her stand in the next few days before a judge.	His wife says that she will state her position before the judge in the next few days.	He will give his stand about his wife in front of a judge within the next few days.	according to his wife, she will deliver her opinion in few days in front of the judge	According to his wife saying he will show his saying in the front of a judge after some coming days.	According to his wife, they will be appearing before a judge in this matter, in the next few days.	a3dd3acpmvdvca	alzgu09bjzsiw	a353ocl6lm6m4o	a3u16uhguaktzs
bbc_urd_20090110.0010__1	140 سالہ، نو کلو وزنی لابسٹر آزاد	140-year-old, Nine-kilo Lobster, Freed	9 Kilos in Weight, 140 Year-old Lobster Freed	140 Year Old, 9 Kilogram Lobster Set Free	140-yeard old, 9-kilogram lobster freed	140 year old, 9 kilo weighing lobster free	140 years ago, 9 kg Lobster was free	Nine k.g. labister freed.	140 year old, 9 kilo lobster Freed.	a3dd3acpmvdvca	alzgu09bjzsiw	a353ocl6lm6m4o	a3u16uhguaktzs
bbc_urd_20090110.0010__2	’جارج دی جائنٹ لابسٹر‘ کو دو ہفتے قبل ایک سمندر سے پکڑا گیا تھا۔	"George the Giant Lobster" had been caught in the sea two weeks ago.	"George the Giant Lobster" was caught from an ocean two weeks ago.	George the Giant Lobster had been caught from a sea two weeks ago.	George the giant lobster was caught from the ocean two weeks ago.	'George the Giant Lobster' was captured from the sea two weeks ago.	George the giant Lobster, was caught 2 weeks ago from the sea	Jarj The Joint Labister was caught from a sea before two weeks.	"George the Giant Lobster" was caught in the sea two weeks earlier.	a3dd3acpmvdvca	alzgu09bjzsiw	a353ocl6lm6m4o	a3u16uhguaktzs
bbc_urd_20090110.0010__3	شہر کی سمندری خوراک کی کمپنی نے اسے سو ڈالر میں خریدا تھا	The city's seafood company had bought it for one hundred dollars	A seafood company from the town bought it for $100.00.	The city's seafood company had bought it for $100.	A seafood company in New York City bought him for $100	The Seafood company of the city had purchased it for a hundred Dollars.	the city's sea food company has bought this in 100 dollars	The company of sea food purchased it in 100 dolors.	A seafood company of the city had bought him for 100 dollars.	a3dd3acpmvdvca	alzgu09bjzsiw	a353ocl6lm6m4o	a3u16uhguaktzs
bbc_urd_20090110.0010__4	اور فوراً ہی لابسٹر کی تصاویر کو اپنی تشہیر کی لیے استعمال کرنا شروع کردیا تھا۔	and started using the lobster's pictures immediately for publicity.	and right away had started using the pictures of the lobster for its publicity.	And had immediately started using its pictures for its own publicity.	and immediately started using pictures of the lobster in its advertisements.	And instantly started using the lobster photos for his publicity.	It also immediately started to use the pictures of the lobster for the sake of publicity.	and they started lobster pictures for their marketing	And immediately starting using the lobster as means of their advertisement.	a1wyssw33m2fz2	a3dd3acpmvdvca	alzgu09bjzsiw	a3u16uhguaktzs
bbc_urd_20090110.0010__5	تاہم جانوروں کے تحفظ کے لیے کام کرنے والے ایک گروپ ’پیٹا‘ نے لابسٹر کو چھوڑنے کا مطالبہ کیا جس کے نتیجے میں اب اسے واپس سمندر میں چھوڑ دیا جائے گا۔	However, "PETA," a group working for animal protection, demanded the release of the lobster and now, as a result, it will be returned to the sea.	However, a group working for the animal safety called "PETA" demanded freeing the lobster, because of which it will be put back into the ocean.	But an animal rights group Peta demanded the lobster's release and as a result, it will be returned to the ocean.	But the animal rights group PETA obtained the lobster's release and will now put it back into the water off the coast of Maine.	Although, "PETA" a group working for animal rights demanded to release the lobster. As a result of which it will be released in the Sea.	However an animal preservation group, PETA, demanded that they release the lobster, because of which it was released back into the sea.	working for All Animal protection Organization PETA demanded to release Lobster which result in releasing the lobster in sea	But a group for animal rights, "Pita", demanded the lobster's release and now he has been released in the sea again.	a1wyssw33m2fz2	a3dd3acpmvdvca	alzgu09bjzsiw	a3u16uhguaktzs
bbc_urd_20090110.0010__6	جارج کو کینیڈا میں سمندر سے پکڑا گیا تھا جس کے بعد اس نے سٹی کریب اینڈ سی فوڈ کمپنی کے ٹینک میں دس دن گزارے۔	George was caught from the sea in Canada, after which it spent ten days in the City Crab and Sea Food Company's tank.	George was caught from the ocean in Canada, and after that, it spent ten days in the tank of City Crab &amp; Seafood Company.	George had been caught from Canadian waters, after which he spent about 10 days in the tank of City Crab and Seafood.	George was caught off the coast of Canada and has spent about 10 days in the tank at City Crab and Seafood.	George was caught in Canada from the sea after which he spent 10 days in the city crab and seafood company tank.	George was captured from the sea in Canada, after which it stayed in the tank of City Crab and Seafood Company for ten days.	George was caught in the sea near Canada from where he spent 10 days in City Crab and Sea food Company	George was caught in a sea in Canada, after which he spent ten days in the tank of "City Crab and Seafood Company."	a1wyssw33m2fz2	a3dd3acpmvdvca	alzgu09bjzsiw	a3u16uhguaktzs
bbc_urd_20090110.0010__7	لابسٹر کی عمر کا اندازہ اس کے وزن سے کیا جاسکتا ہے۔	The age of a lobster can be estimated from its weight.	The lobster's age can be assessed by his weight.	The age of a lobster can be estimated from its weight.	The approximate age of a lobster can be deduced from its weight.	The age of lobster can be told by its weight.	The age of the lobster can be estimated from its weight.	Lobster age can be calculated through his weight	The age of a lobster can usually be determined by its weight.	a1wyssw33m2fz2	a3dd3acpmvdvca	alzgu09bjzsiw	a3u16uhguaktzs
bbc_urd_20090110.0010__8	ریستوران کے مینیجر کیتھ والنتی کا کہنا ہے کہ ان کا ارادہ لابسٹر کو کوئی نقصان پہنچانا ہرگز نہیں تھا اور اسے ٹینک میں رکھنے کا مقصد صارفین کی دلچسپی کا سامان مہیا کرنا تھا۔	Restaurant manager Keith Valenti says that he had no intention to harm the lobster, and the purpose of keeping it in the tank was to provide something of interest to customers.	The restaurant manager, Keith Valenti, says that it was absolutely not their intention to do any harm to the lobster and the only reason for keeping it in the tank was to provide entertainment to the customers.	Restaurant manager, Keith Valenti, said that he never intended to harm the lobster, and the decision to keep it in the tank was made to entertain the customers.	Restaurant manager Keith Valenti said there was never any intent to harm the lobster, and the decision to keep it in the tank was made to offer customers a little something extra.	Restaurant's manager Keith Walanty says that their purpose was not to hurt the lobster at all. And to keep him in the tank was to provide entertainment to the customers.	The manager of the restaurant, Keith Valenti said that he did not want to harm the lobster, and he only kept him in the tank for the sake of pleasing his customers.	Restaurant Manager Keth Walnti says that his Intentions was not to harm but to place in the tank so that people can take interest.	According to the restaurant manager, Keith Wallanty, they did not mean any harm to the lobster, and put him in the tank only to arouse curiosity amongst their customers.	a1wyssw33m2fz2	a3dd3acpmvdvca	alzgu09bjzsiw	a3u16uhguaktzs
bbc_urd_20090110.0010__9	جانوروں کے تحفظ کے ادارے پیٹا سے تعلق رکھنے والے انگرڈ نیوکرک کا کہنا ہے کہ ریستوران کا فیصلہ قابل تعریف ہے اور ان لوگوں کے لیے ایک مثال ہے جو ایسے نایاب جانوروں کو یا تو ٹینک میں رکھنا چاہتے ہیں یا انہیں زندہ ابال کر کھانا چاہتے ہیں۔	Ingrid Newkirk of the PETA animal safety organization says that the restaurant's decision is praiseworthy and an example for those who either want to keep such rare animals in a tank or boil them for eating.	Ingrid Newkirk who belongs to the organization for animal safety 'PETA' says that the restaurant's decision is worthy of appreciation and is an example for those who either want to keep these types of rare animals in the tank or want to boil them alive to eat.	Ingrid Newkirk, of the animal rights group, Peta, said that the restaurant's decision was commendable and it serves as an example for those who either want these unique animals to be confined to tanks or to boil them alive and eat them.	PETA's president Ingrid Newkirk said the restaurant's decision was commendable and served as an example to those who want to keep such animals in tiny tanks or boil them alive.	Engrid Newkurk from the animal rights group PETA says that restaurant's decision is worth praise and an example for those who want to keep these precious animals in the tank or want to eat them by boiling them alive.	Animal protection organization PETAIngrid Newkirk said that they applaud the decision of the restaurant which serves as an example to those people who want to confine such intriguing animals to tiny tanks or boil them alive.	Wallay Ingrid newkrk, a member of Animal Protection Organization PETA say that restaurant decision is appreciatable and is an example for those who think to keep this precious Animal in to tank or to cook them in water.	According to a member of Pita, Ingrid Newkirk, the decision of the restaurant is admirable and is an example to those who only want to keep the animal in a tank or boil them and eat them.	a1wyssw33m2fz2	a3dd3acpmvdvca	alzgu09bjzsiw	a3u16uhguaktzs
bbc_urd_20090110.0032__1	موبائل کی مدد سے بچی کی تلاش	Search for Girl with Help of Mobile Phone	Search for Girl with the Help of Mobile	Search for Girl, through Mobile Assisstance	Search for missing girl conducted with help of mobile phone	Search of girl with the help of a cell phone.	The search of a girl by mobile.	cell phone helped to find the baby	Girl traced with the help of Mobile.	a1wyssw33m2fz2	a3dd3acpmvdvca	alzgu09bjzsiw	a8v7wa74iohz9
